"","Kinetics_key","Study key","Genus","Sub-genus","Virus","Strain","Temperature range (°C)","Temperature","Relative humidity range (RH, in %)","Relative humidity","pH","Studied matrix - fully names","Standardised matrices","Medium","Inoculum","Quantification method","Replicate","Re-transcribed tables or digitalised figures","Table or Figure of the study","References","DOI","log10D_AEM","nb_points","Dvalues","Dvalues_stderr","Dvalues_CV","log10D","s1","s2","s3","S"
"134","K134","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","polyurethane coating on glass","Coated glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S6","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",5,9.49075802597914,0.444967321388323,0.0468842762791243,0.977300900873308,2,3,4,10
"135","K135","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Glass","Glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S7","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",5,18.4307422561032,3.14705026404771,0.170750055549477,1.26554282579089,2,3,1,7
"136","K136","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Cu2Ocoating on glass","Coated glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S7","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",4,2.02707781538819,0.891859638981271,0.439973064778708,0.306870420693519,2,3,1,7
"137","K137","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Glass 13 days under water","Glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S8","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",5,11.4996783694503,1.6130283160657,0.140267254808693,1.06068569389046,2,3,1,7
"138","K138","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Cu2O coating on glass 13 days under water","Coated glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S8","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",2,0.327272715371901,NA,NA,-0.485090200183464,1,3,1,4
"139","K139","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Glass","Glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S9","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",6,28.4345527056757,5.23373261365935,0.184062421091458,1.45384640090242,3,3,1,10
"140","K140","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Polyallylamine on glass","Coated glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S9","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",6,33.7376197785433,5.25630072288069,0.155799394189143,1.52811443944136,3,3,1,10
"141","K141","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Glass","Glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S10","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",4,17.3399602915595,0.9563716903703,0.0551542030252415,1.23904809860868,2,3,4,10
"142","K142","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","PDADMAC coating","Coated glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S10","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",4,16.9673102357919,0.139663468318326,0.00823132637863317,1.22961300069484,2,3,4,10
"143","K143","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","4",4,"40-50","45","NA","Swine skin (Sus scrofa) without hair- 6,3 mm² - 4˚C± 2˚C","Skin","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2A.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",8,166.20026398906,25.3003138206522,0.152227879868576,2.22063170927301,4,3,1,13
"144","K144","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","22",22,"40-50","45","NA","Swine skin (Sus scrofa) without hair- 6,3 mm² -  22˚C± 2˚C","Skin","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2A.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",4,14.1420601111869,4.31063866996665,0.304809811022991,1.15051267889165,2,3,1,7
"145","K145","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","37",37,"40-50","45","NA","Swine skin (Sus scrofa) without hair-6,3 mm² - 37˚C± 2˚C","Skin","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2A.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",2,2.02292993630573,NA,NA,0.305980841345825,1,3,1,4
"146","K146","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","4",4,"40-50","45","NA","Uncirculated bank note $1  25% linen and 75% cotton  - 6,3 mm² - 4˚C± 2˚C : Clothes","Cotton","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2B.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",6,75.6653980150274,38.9526831032384,0.514801800097612,1.87889732089163,3,3,1,10
"147","K147","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","22",22,"40-50","45","NA","Uncirculated bank note $1  25% linen and 75% cotton  - 6,3 mm² - 4˚C± 2˚C : Clothes","Cotton","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2B.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",2,1.77727272727273,NA,NA,0.249754076573661,1,3,1,4
"148","K148","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","37",37,"40-50","45","NA","Uncirculated bank note $1  25% linen and 75% cotton  - 6,3 mm² - 4˚C± 2˚C : Clothes","Cotton","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2B.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",1,NA,NA,NA,NA,1,3,1,4
"149","K149","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","4",4,"40-50","45","NA","Uncirculated bank note $20 25% linen and 75% cotton - 6,3 mm² - 4˚C± 2˚C","Paper","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2C.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",6,63.0238046899565,21.440984713795,0.340204543652564,1.79950461759356,3,3,1,10
"150","K150","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","22",22,"40-50","45","NA","Uncirculated bank note $20  25% linen and 75% cotton - 6,3 mm² -  22˚C± 2˚C","Paper","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2C.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",3,3.26736842105263,0.953136525374431,0.29171382058818,0.514198107297303,1,3,1,4
"151","K151","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","37",37,"40-50","45","NA","Uncirculated bank note $20 25% linen and 75% cotton - 6,3 mm²- 37˚C± 2˚C","Paper","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2C.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",2,1.78390804597701,NA,NA,0.251372464303551,1,3,1,4
"152","K152","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","4",4,"40-50","45","NA","Clothing -scrub fabric consisting of 35% cotton and 65% polyester - 6,3 mm² - 4˚C± 2˚C","Paper","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2D.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",5,48.7451316948357,23.7147182450091,0.486504342494607,1.68793124806235,2,3,1,7
"153","K153","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","22",22,"40-50","45","NA","Clothing -scrub fabric consisting of 35% cotton and 65% polyester - 6,3 mm² -  22˚C± 2˚C","Paper","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2D.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",3,3.35157894736842,0.366638217371166,0.10939268420308,0.525249453776784,1,3,1,4
"154","K154","Harbourt2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020 (MN985325.1)","37",37,"40-50","45","NA","Clothing -scrub fabric consisting of 35% cotton and 65% polyester 6,3 mm²- 37˚C± 2˚C","Paper","Porous surface","50 μL of virus at a starting titer of 4.5 ± 0.5log10 PFU","Cellular infectivity in Vero cells ","Multiple","Fig_Harbourt2020_2D.png","Table 1 (moyenne géométrique) ou figure 2 (histogramme)","Harbourt, D. E. et al. Modeling the stability of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) on skin, currency, and clothing. PLoS neglected tropical diseases14, e0008831, doi:10.1371/journal.pntd.0008831 (2020)","10.1371/journal.pntd.0008831","NA",2,2.01518987341772,NA,NA,0.304315972111209,1,3,1,4
"155","K155","Kratzel2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","(SARS-CoV- 2/München-1.1/2020/929","4",4,"30-40","35","NA","Metal disc at 4°C","Metal","Non-porous surface","Initial concentration :  1.58 × 107 50% tissue culture infectious dose per milliliter [TCID50/ml] and declined to 9.63 × 104 TCID50/ml after 1h drying","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Kratzel2020_1A_4.png","Figure 1A (page 23)","Kratzel, A. et al. Temperature-dependent surface stability of SARS-CoV-2. J. Infect.81, 452-482, doi:10.1016/j.jinf.2020.05.074 (2020)","10.1016/j.jinf.2020.05.074","NA",12,89.1956099379729,16.6465138136335,0.18662929515488,1.95034347963809,4,3,1,13
"156","K156","Kratzel2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","(SARS-CoV- 2/München-1.1/2020/929","22",22,"30-40","35","NA","Metal disc at  room temperature, probably 22","Metal","Non-porous surface","Initial concentration :  1.58 × 107 50% tissue culture infectious dose per milliliter [TCID50/ml] and declined to 9.63 × 104 TCID50/ml after 1h drying","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Kratzel2020_1A_RT.png","Figure 1A (page 23)","Kratzel, A. et al. Temperature-dependent surface stability of SARS-CoV-2. J. Infect.81, 452-482, doi:10.1016/j.jinf.2020.05.074 (2020)","10.1016/j.jinf.2020.05.074","NA",7,43.9956775916537,7.52012881770235,0.170928810041307,1.64341001079746,3,3,1,10
"157","K157","Kratzel2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","(SARS-CoV- 2/München-1.1/2020/929","30",30,"30-40","35","NA","Metal disc at 30 °C","Metal","Non-porous surface","Initial concentration :  1.58 × 107 50% tissue culture infectious dose per milliliter [TCID50/ml] and declined to 9.63 × 104 TCID50/ml after 1h drying","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Kratzel2020_1A_30.png","Figure 1A (page 23)","Kratzel, A. et al. Temperature-dependent surface stability of SARS-CoV-2. J. Infect.81, 452-482, doi:10.1016/j.jinf.2020.05.074 (2020)","10.1016/j.jinf.2020.05.074","NA",12,86.4683779930957,11.6796320088439,0.135074026828357,1.93685731239004,4,3,1,13
